S,call,delta,gamma,Vega,theta,rho
102,0.22214795689614847,0.03667102038695802,0.004937387362291545,1.9272657025280748,1.8731766360247093,0.879570594577994
103,0.2613686201847368,0.041852518672946815,0.005428892416725617,2.160796580203128,2.2318105197260962,1.0123562508929096
104,0.30601973011176814,0.04753486215758329,0.005939032309276726,2.4098802320429713,2.641919649715163,1.1594020942057304
105,0.3566111943694976,0.05373565759025922,0.006465022492352368,2.67391352172075,3.107986823458475,1.3214097599689723
106,0.4136687449908998,0.060469190765743974,0.00700376788509427,2.9520829245896496,3.6344814047239993,1.4990162173655894
107,0.4777308467777705,0.0677463113385457,0.007551902263536192,3.2433666127754113,4.225800881441089,1.6927830681051634
108,0.5493453344052498,0.07557493519882996,0.008105831248439443,3.5465405144313733,4.886221693922721,1.9031865875207552
109,0.6290658222948328,0.08395873996036585,0.008661782002761242,3.860188271757048,5.619839116288716,2.1306087217898284
110,0.7174479359435425,0.09289802260781244,0.00921585459168206,4.182714920465402,6.430514187805159,2.375329213527566
111,0.8150454168679016,0.1023887419293601,0.009764077781859726,4.512364017922876,7.321814610161681,2.6375190149363625
112,0.9224061556059917,0.11242254904786364,0.010302463286926411,4.847237865749365,8.296965747778273,2.9172351151185434
113,1.0400682082917596,0.12298864149329347,0.010827061815987804,5.185320397391724,9.358801156267305,3.2144168766401466
114,1.1685558521846275,0.13407061016934563,0.011334018046316174,5.5245022456063,10.509718428863835,3.528883945680405
115,1.3083757342476974,0.14564929262661508,0.011819621494879584,5.862607460803693,11.751637263301973,3.860335763328226
116,1.4600131644938463,0.15770127426151248,0.012280354428906293,6.197421324330987,13.085973660231787,4.208352676093874
117,1.62392860246235,0.1702005758552616,0.012712937409453673,6.526718690509359,14.513603430188482,4.572398609470341
118,1.8005543809704172,0.1831175877597957,0.013114368297983958,6.84829229512629,16.034852223789642,4.951825237420326
119,1.9902917063428966,0.19641860360408714,0.013481954717065037,7.159980487261297,17.649473393888115,5.345877558415868
120,2.193507968808002,0.21006940631451698,0.013813343469060158,7.459693873923534,19.356651836943684,5.753700756150336
121,2.4105343908121775,0.2240323260238597,0.014106540811020807,7.745440409530069,21.15500357113831,6.174348212173441
122,2.6416640348079063,0.23826933759352187,0.01435992826870347,8.015348516079435,23.042582864007954,6.606790512719839
123,2.887150185756774,0.2527384523887122,0.014572273321356022,8.267687879963681,25.016897087226653,7.04992528817172
124,3.1472051173085145,0.2674002796965169,0.014742726532901429,8.500887635709553,27.074940511795376,7.502587704610874
125,3.421999244498256,0.28220845660342775,0.014870825713053648,8.713551717876022,29.21321446969216,7.963561440393895
126,3.7116606599687487,0.29712665661207893,0.014956484997163955,8.904471229049804,31.427755908808308,8.431589954716046
127,4.016275045270787,0.31210896089817197,0.014999976860607944,9.072633741626923,33.71419623476868,8.905387890711935
128,4.335885943811753,0.32711371389382293,0.015001920159463111,9.217229518210246,36.06778573583824,9.383652435168699
129,4.6704953775769695,0.3420989269642405,0.01496325581662461,9.337654694410169,38.48345109247475,9.86507447389151
130,5.020064785886726,0.3570277407050071,0.01488522308967788,9.433511526566463,40.955833480182946,10.348349418221048
131,5.3845162612104875,0.3718566343735574,0.014769328338104515,9.504605854977477,43.47935309567674,10.832187545561922
132,5.763734054449136,0.3865538555913872,0.014617319408216645,9.550941978568872,46.04825196707907,11.315323755667348
133,6.157566320120081,0.40107952514745193,0.014431153623206683,9.572715169223756,48.65664635644862,11.79652664293762
134,6.565827070521163,0.4154062427375038,0.014212964964954722,9.570302084074278,51.2985755207751,12.274606796269792
135,6.988298307183698,0.4294968380946784,0.013965032845675296,9.544249353834466,53.96805295987406,12.748424275388357
136,7.424732297714597,0.44332399973257,0.013689750568701697,9.495260635690173,56.65912539143392,13.21689520188407
137,7.874853966429702,0.4568675660010513,0.013389594624158008,9.424182428872108,59.36588793886699,13.678997452704065
138,8.338363367942797,0.4700976496962994,0.013067093824759013,9.331988945460168,62.082567886534434,14.13377542798244
139,8.814938214041483,0.482994710893081,0.012724802456176576,9.219766326395984,64.80352450211058,14.58034390502405
140,9.30423642569831,0.4955428067887624,0.01236527330306103,9.088696478718461,67.52331671577849,15.017890986790404
141,9.805898683867301,0.5077196441050091,0.011991031154678922,8.94004079204258,70.23670853811836,15.44568017708414
142,10.319550954751708,0.5195215813103005,0.011604558949329657,8.775123980484523,72.9387148012961,15.863051609876775
143,10.844806967436277,0.5309280126652993,0.011208268269058408,8.595318259105866,75.62461963317446,16.269422496151265
144,11.381270624102262,0.5419347637314331,0.010804483103754592,8.402028059339983,78.28999866177355,16.664286820056162
145,11.928538325440268,0.5525340185386085,0.010395431395693322,8.196675441221046,80.93072842996207,17.047214365017993
146,12.486201196294054,0.5627232901872503,0.009983227489129831,7.9806863529618965,83.54300291557593,17.417849117329354
147,13.053847198965189,0.5725017793167808,0.009569863586023075,7.755477845217129,86.12335307134344,17.775907120309853
148,13.631063123953295,0.5818632686782621,0.009157198874731876,7.522446338628086,88.66862373224649,18.121173850271788
149,14.217436450161703,0.5908174394164689,0.008746957931293764,7.282957001706336,91.17600736630038,18.453501179926945
150,14.812557068740974,0.5993586071895152,0.008340725585753717,7.0383342869639876,93.64302542280711,18.77280397275527
151,15.416018866751994,0.6074991176774347,0.00793994098913231,6.7898536432764445,96.0675185623927,19.079056442450337
152,16.02742116868678,0.6152369280698622,0.007545905482686521,6.538734406458246,98.44765180844206,19.37228824449022
153,16.64637003558243,0.6225914006563471,0.007159776629350745,6.28613384957788,100.78190335605086,19.652580439277756
154,17.272479422987644,0.6295632459796252,0.006782571304597695,6.0331423638970705,103.06904840717834,19.920061353140284
155,17.905372200393977,0.6361617010952614,0.006415177260521432,5.780779723210117,105.30815544029792,20.17490237058439
156,18.544681035923546,0.6423954701517687,0.006058346428972072,5.529992376551718,107.49855618996662,20.41731373623179
157,19.190049151069154,0.648282671988909,0.005712710411387434,5.281651702997436,109.63984742318189,20.647540407736642
158,19.841130951127194,0.653827214591729,0.0053787773168778585,5.0365531606999525,111.73185541224484,20.86585795186835
159,20.497592537643456,0.6590417100937884,0.00505695137320572,4.795416248910556,113.77464517181579,21.072568596380847
160,21.159112109726323,0.663941790435274,0.004747529835924524,4.558885205820928,115.76848244487792,21.26799737780516
161,21.825380261473338,0.6685432651920564,0.004450709134573572,4.3275303633372175,117.71381949188253,21.452488480555587
162,22.496100183021785,0.6728546608769648,0.004166607325828409,4.101850072739666,119.6112826562512,21.626401743546353
163,23.170987772883716,0.6768839710957764,0.003895247751017905,3.882273126194491,121.46165460080738,21.790109367181284
164,23.849771669264186,0.6806452290675225,0.003636592005307193,3.6691615933293065,123.26585299149428,21.943992838302503
165,24.53219320801737,0.6841597510742758,0.0033905338980844135,3.462814001800041,125.0249056283792,22.08844005604504
166,25.218006314761983,0.687432155643819,0.0031568984226737484,3.263468785057455,126.73997105139279,22.22384267405175
167,25.906977338476363,0.6904784299877065,0.002935475080789729,3.0713079413224875,128.41226890714097,22.350593696529582
168,26.598884833643428,0.6933071006187674,0.0027259985557748223,2.886460830300308,130.04311512077038,22.46908526366553
169,27.29351929770314,0.6959300691278258,0.002528165445880859,2.7090080655867155,131.63386505254948,22.579706663350404
170,27.99068287023383,0.6983658096260115,0.00234164335921605,2.5389854358337516,133.18595328826177,22.682842558729984
171,28.690188999911623,0.7006239144402571,0.0021660737559159315,2.37638782822458,134.70080872934886,22.77887142305701
172,29.391862084906748,0.7027031401207751,0.002001075358748494,2.2211730955135067,136.17992280501312,22.86816417704784
173,30.09553709197174,0.7046235594998507,0.001846245289982562,2.073265848991923,137.6247837470146,22.951082974564937
174,30.801059159066355,0.7063983176180955,0.0017011805297784122,1.9325611343745663,139.03687907657059,23.02798025315411
175,31.508283185957602,0.7080325659103437,0.0015654591223324132,1.7989279744767828,140.4177030650544,23.099197836984327
176,32.21707341682117,0.7095287912761705,0.0014386644409114524,1.672212754613156,141.76873577298466,23.165066290786736
177,32.92730301848142,0.7109132837967991,0.0013203633386638103,1.552242436737572,143.09145157653802,23.225904374868374
178,33.63885365753479,0.7121737866100375,0.0012101442337097978,1.4388275907606385,144.38727475862834,23.282018639392273
179,34.35161507924098,0.7133337476261659,0.001107586342641298,1.3317652281230608,145.65761716767156,23.333703125771873
180,35.06548469070644,0.7143913904883448,0.0010122772664544755,1.2308414453698902,146.90385157223318,23.381239211772705
181,35.78036715055781,0.7153602155085537,0.0009238181064574746,1.1358338630174103,148.12733155622482,23.424895533352693
182,36.496173966988565,0.7162423543149998,0.0008418166430601559,1.0465138644022431,149.32934107037,23.46492797720145
183,37.21282310577349,0.7170431359782015,0.0007658867673399072,0.9626486396641099,150.51113635422553,23.501579788387513
184,37.93023860957273,0.717778902981081,0.0006956710763006413,0.8840030333701066,151.67393243586957,23.5350817145985
185,38.648350229605434,0.7184389971826022,0.0006308028588364323,0.810341209778187,152.81889460538878,23.565652256607446
186,39.367093070542786,0.7190454454075734,0.0005709454597990771,0.7414281317252858,153.9471448097629,23.593497883922506
187,40.08640724926682,0.7195836815299117,0.0005157752269724369,0.6770308708681227,155.0597254151853,23.618813388992518
188,40.80623756796086,0.7200668505902286,0.00046497511618781573,0.6169197541794347,156.1576837616485,23.641782204819602
189,41.52653320182528,0.7205130714282859,0.0004182484758530336,0.5608693559722155,157.2419712658757,23.66257680677108
190,42.24724740157454,0.7209088437321043,0.0003753152810759275,0.5086593469272316,158.31352015993616,23.68135907424573
191,42.96833721073841,0.7212669572709274,0.0003359075151365687,0.4600752054884083,159.37321578007868,23.698280734762985
192,43.68976319767936,0.7215916753011697,0.00029976654047914053,0.41490881191208473,160.42187311882117,23.713483779630447
193,44.41148920214293,0.7218677211540125,0.00026665617269827635,0.3729589249346077,161.46027945751484,23.72710089737495
194,45.133482096076506,0.7221128583978498,0.00023635180923520238,0.3340315496913604,162.48918655037414,23.73925589047587
195,45.85571155837923,0.722346271686547,0.00020864192151748284,0.2979402236746864,163.50928220276728,23.750064162442182
196,46.57814986319556,0.7225295917123731,0.00018332968920731219,0.26450620460138907,164.52121798238295,23.759633086228856
197,47.30077168131217,0.7227022535971628,0.00016022639215407253,0.23355859354978747,165.5255971400038,23.768062476747783
198,48.02355389418664,0.7228617704413409,0.0001391578052789555,0.2049343803633974,166.52302932129714,23.77544499978512
199,48.74647542010697,0.7229850496059953,0.00011996291959803784,0.178478439174512,167.51402966974638,23.781866572036844
200,49.46951705196223,0.7230980259009812,0.00010249245008253638,0.15404346687120096,168.49912114480503,23.787406765052307
201,50.19266130609134,0.7231943044416766,8.659903016905446e-05,0.13148987640931864,169.4787528094821,23.79213920562506
202,50.91589228167105,0.7232671350720921,7.215987807285273e-05,0.1106856539578871,170.45339006926952,23.796131899089797
203,51.63919553010332,0.7233360577174608,5.905263833483332e-05,0.0915061842121645,171.42340738018902,23.79944766417452
204,52.36255793386492,0.7233911247794822,4.71639083343689e-05,0.07383404511784875,172.38922040974103,23.80214438986172
205,53.08596759428825,0.7234280730017417,3.6388954072208435e-05,0.057558785542255464,173.35115742866947,23.804275426542173
206,53.8094137277554,0.7234643106812655,2.66289390538077e-05,0.042576681096306856,174.30957228725674,23.805889863481863
207,54.53288656979787,0.7234838506064989,1.7805632523959503e-05,0.02879048242476756,175.2647399655416,23.807032847145134
208,55.25637728661141,0.7234994825466856,9.825242841543513e-06,0.016109146905307625,176.21697239178502,23.807745824200307
209,55.97987789350989,0.7235069432454111,2.6226132376905298e-06,0.00444757098705395,177.1664933869488,23.808066853092665
210,56.70338117986458,0.7235090748736184,-3.880131771438755e-06,-0.006273688590852089,178.11357864161437,23.808030813654565
211,57.426880640088655,0.7234937982047995,-9.739977713252301e-06,-0.016128684308114316,179.05842710774778,23.80766968386183
212,58.150370410252165,0.7234842058778668,-1.5013270626695885e-05,-0.02518635607628994,180.00123844785776,23.80701271711416
213,58.87384520993042,0.7234724819227267,-1.976140140413918e-05,-0.0335108039095644,180.94222582476505,23.806086664990286
214,59.59730028890569,0.7234511656406539,-2.402359200459614e-05,-0.041161548658408265,181.8815455578715,23.804915979042104
215,60.320731378372486,0.7234138621470265,-2.7853275241795927e-05,-0.048193798534157395,182.81936249309183,23.80352300477284
216,61.0441346463026,0.723391835322218,-3.1287967772186676e-05,-0.05465869904242027,183.75581376517403,23.801928105626754
217,61.767506656659954,0.723359150356373,-3.436277040691493e-05,-0.06060358057169424,184.6910585356909,23.800149866559646
218,62.490844332164485,0.7233232679482171,-3.7111433925929305e-05,-0.06607219390275532,185.62517993814254,23.798205220515452
219,63.21414492032796,0.7232802801127036,-3.956749594635767e-05,-0.07110494042450455,186.55831155456326,23.79610958129774
220,63.93740596250098,0.7232433318904441,-4.176015977463976e-05,-0.07573908856528533,187.4905791510173,23.79387697004631
221,64.66062526568778,0.723193238627573,-4.37080416304525e-05,-0.0800089821950678,188.4220353076671,23.791520144555985
222,65.38380087690574,0.7231527376916347,-4.544418175100873e-05,-0.08394624167351594,189.35279229026492,23.789050695199872
223,66.10693105987278,0.7231101051274891,-4.698591737906099e-05,-0.08757995132668839,190.28290836331507,23.786479138721003
224,66.83001427383422,0.7230632093069289,-4.834930678043747e-05,-0.09093683672745101,191.2125071612536,23.783815045419484
225,67.55304915434387,0.7230049448025966,-4.954983978677774e-05,-0.09404143675340038,192.1415687888839,23.78106706473204
226,68.27603449583327,0.7229544962683576,-5.061352226221061e-05,-0.09691626260632802,193.07020693304366,23.778243058103495
227,68.99896923581363,0.7229054688195902,-5.154717541699938e-05,-0.0995819479499005,193.9984983323484,23.77535014090881
228,69.7218524405688,0.7228564413708227,-5.23645837802178e-05,-0.10205738760760141,194.92643730245618,23.772394759902223
229,70.44468329220598,0.7228130982639414,-5.307427386469499e-05,-0.10435987334744823,195.85410626632438,23.769382738692
230,71.16746107694587,0.7227527021314017,-5.369471978156071e-05,-0.10650521836907956,196.78153080349148,23.76631937437423
231,71.8901851745366,0.7227029641398985,-5.422805315902224e-05,-0.10850786573257665,197.7087393356669,23.76320942758525
232,72.612855048695,0.7226404363791517,-5.4687916417606175e-05,-0.11038100758753444,198.63579154844047,23.76005720918783
