S,p03,p04,p05,p06,p07,p08,p09
93,2.4365642907087093,3.294760009220354,3.828682550033324,4.1990953600357095,4.486583336171801,4.7423240264632405,5.026465714097483
94,2.7583021493804423,3.690559997571174,4.264650845842155,4.660468517392324,4.966360294134109,5.237627514886878,5.538253245762625
95,3.105575739897892,4.112331451744389,4.726021037826378,5.146532463229381,5.470118779693499,5.756191344108429,6.072435937154451
96,3.4782623278495346,4.5592623890367,5.211575246055755,5.655802312154456,5.996175831723959,6.296164101571299,6.626985953106511
97,3.8759960633405472,5.030281511075874,5.719842206852731,6.186549792874806,6.542615680760199,6.855472654465621,7.199667526291974
98,4.298167891014781,5.524071057583234,6.249117618528643,6.736828368136826,7.107318309085286,7.431853530159848,7.788071185932387
99,4.743929945660863,6.039084114450865,6.797488504117765,7.304501925364803,7.68799115937746,8.022887047043348,8.389650264972737
100,5.212204265159226,6.573565866085928,7.3628608844078505,7.887276229645578,8.282203124609921,8.626033274672373,9.001758710747154
101,5.701695549498175,7.1255781677104215,7.94299002599974,8.482732310244323,8.887419946113084,9.238668914335335,9.621689281225088
102,6.210907580461721,7.693026801502966,8.535512455609684,9.088360944353724,9.5010401500506,9.858124226136411,10.246711227734906
103,6.7381628521046,8.273690688831437,9.137978983586592,9.701597414224494,10.12043071235702,10.481719178523363,10.874106676261873
104,7.281624885613346,8.865252360967801,9.747887945765754,10.319855791252053,10.74296167438149,11.106798085203094,11.501204980790545
105,7.839322669478398,9.465328972568798,10.362717981049485,10.940562015759879,11.366039056603936,11.730762079542599,12.125414460939508
106,8.40917662363605,10.071503203334942,10.97995963763587,11.561185186481636,11.98713546233243,12.35109889927699,12.74425102981702
107,8.989025523686855,10.6813534018535,11.597145284358843,12.179266494083405,12.603817924938808,12.965409521070724,13.35536330979714
108,9.576653763287979,11.292482417246672,12.211876788992269,12.792445401510475,13.213772594244942,13.571431372128016,13.956554057958924
109,10.169818427696597,11.90254463354634,12.82185057331908,13.39848272952082,13.814826018299085,14.16705788575001,14.545797694687222
110,10.766275673868009,12.509270773808366,13.424879762391482,13.995280401069008,14.404962875236292,14.75035429114868,15.121253916028364
111,11.363805908670697,13.110490182333121,14.018913150959376,14.580897779303823,14.982340041669316,15.319569690053212,15.681277494028476
112,11.960237420716167,13.704150305038352,14.602050950340837,15.153564477099478,15.545297094821107,15.873145432632183,16.224424356181544
113,12.553468083620343,14.288333224410364,15.172557206621915,15.711689759712042,16.09236331185926,16.409720011001383,16.74945418885798
114,13.141484884515718,14.861269182286916,15.728868954312246,16.2538686067748,16.622261339627187,16.928130668514285,17.255329830945243
115,13.722381068781429,15.421347058008903,16.269602242768855,16.778884639379044,17.13390781237223,17.427411986226105,17.74121377469129
116,14.294370755596473,15.967121870374966,16.793555141347838,17.285710151959677,17.62641110705232,17.906791816724166,18.206462130709866
117,14.855800997981559,16.497319453012693,17.299707980811263,17.773503462148454,18.099066666277253,18.36568477990852,18.650616327153813
118,15.405161212189709,17.010838389275307,17.787221080656224,18.241603965041264,18.551350061901672,18.80368381286246,19.07339310651679
119,15.94109008795641,17.506749517526288,18.255430192759547,18.68952510593047,18.982908276132804,19.2205500205489,19.474672935082538
120,16.46238001375977,17.984293139594598,18.70384002433667,19.116945670916152,19.393549447066505,19.61620120312091,19.854487383241803
121,16.96797919708004,18.44287425250002,19.13211607984522,19.52369967535006,19.783231434544746,19.990699409433432,20.21300571364293
122,17.456991615460993,18.882056065550046,19.540075122215228,19.909765163461657,20.152049524568838,20.34423780248318,20.55052094913634
123,17.928675009049044,19.30155202991557,19.92767464287226,20.275252201251703,20.500223570607545,20.677127122326056,20.867435797988776
124,18.38243707625864,19.70121670238356,20.29500144917762,20.62039042360908,20.82808479269005,20.989782081137776,21.16424865192812
125,18.817830182271678,20.081035692598448,20.642259798897555,20.945516238235484,21.136062552606916,21.282707774794574,21.44153979468655
126,19.234544726387526,20.44111494079459,20.969759216882267,21.251060044313874,21.4246712856081,21.55648645132402,21.699958082876947
127,19.632401403235633,20.781669525327118,21.277902263605597,21.537533647197904,21.694497705482263,21.811764776558103,21.94020831911558
128,20.01134266063076,21.103012296741497,21.567172442260585,21.805517931561265,21.946188603827462,22.04924159734389,22.163039212763632
129,20.37142342068421,21.405542450914083,21.838122336781392,22.055651122876437,22.18043914652412,22.269656601636708,22.369232304519922
130,20.71280144733123,21.68973426837084,22.091362284548662,22.28861755497746,22.397981995503354,22.47377958894958,22.5595916189647
131,21.03572735503434,21.956126115441062,22.32754950544091,22.50513719932456,22.5995771446108,22.66240075279313,22.73493441879992
132,21.340534592617644,22.20530986072333,22.547377947468302,22.705955930568674,22.78600262126673,22.83632176620642,22.89608276040411
133,21.62762943740404,22.43792086797924,22.751568744361347,22.891836602845213,22.958046044685428,22.996347824211224,23.04385603864034
134,21.897481198962506,22.654628489071623,22.94086155050223,23.063550945501273,23.11649707600338,23.143280550641517,23.17906448396911
135,22.150612736915317,22.85612728698538,23.11600657574075,23.221872301348863,23.262140733137922,23.27791180931626,23.30250348627771
136,22.387591306305406,23.043128918409646,23.277757413886487,23.367569248122773,23.39575151477646,23.401018408897297,23.414948893396566
137,22.60901998436537,23.2163547668307,23.42686471337174,23.50139992248756,23.518088432794567,23.513357520243968,23.51715291766254
138,22.81552951313159,23.376529262897346,23.564070584747295,23.6241072776977,23.62989069535359,23.61566301107842,23.609841053584542
139,23.007770805882895,23.52437399011364,23.6901037643733,23.736414939179436,23.731874251176063,23.708642333275517,23.693709435335105
140,23.186408035513747,23.66060246803414,23.805675537502676,23.839023839045122,23.824728948440562,23.79297418535486,23.769422966779526
141,23.35211229400613,23.785915615803784,23.91147626141787,23.932609529708767,23.909116289999584,23.869306730261993,23.837614009991622
142,23.50555596812853,23.900997924286568,24.008172576017724,24.017819999855302,23.985667815651365,23.938256364530726,23.898881538286783
143,23.64740765248285,24.006514221319716,24.096405179108157,24.09527411799672,24.054983976640184,24.000406917679125,23.953790735831145
144,23.778327730106238,24.103106982309438,24.17678718593663,24.16556053859153,24.117633450160266,24.056309384690163,24.002873017892053
145,23.89896448651285,24.191394266992457,24.249902822859323,24.229237034845138,24.17415283915147,24.106481887287142,24.04662639250432
146,24.009950858605574,24.27196809335896,24.316306750549185,24.28683023438793,24.225046799486446,24.151410066508557,24.085515995508896
147,24.11190162199261,24.34539325264495,24.37652360995912,24.338835649828635,24.270788344793456,24.191547667484766,24.11997501958751
148,24.205411160949094,24.41220654674225,24.431048020545628,24.38571804788125,24.311819517564,24.22731736828609,24.150405684508765
149,24.291051616742717,24.472916380702255,24.480344743693646,24.427912028102124,24.348552177144708,24.259111804525443,24.177180467432887
150,24.369371496391064,24.528002680312962,24.524849165175052,24.465822848540594,24.38136897566778,24.28729473500368,24.20064339219152
151,24.44089469761934,24.577917034207527,24.564968033402575,24.49982728798261,24.41062456206566,24.312202230092335,24.221111372568767
152,24.50611978979111,24.623083132269127,24.60108022930285,24.530274794187786,24.43664672888701,24.334144085003114,24.238875645821164
153,24.565519664321297,24.663897355736704,24.633537773510735,24.557488668719426,24.459737713300452,24.35340519184592,24.254203297857654
154,24.619541470016767,24.700729498050574,24.662666983843447,24.581767238274207,24.480175595797956,24.37024686408051,24.267338642403043
155,24.668606708644344,24.733923721953484,24.688769513758754,24.60338523917471,24.498215637436257,24.38490836560447,24.27850473196713
156,24.713111578833487,24.763799509486258,24.712123662595783,24.62259506970099,24.514091610328133,24.397608265047662,24.287904786390865
157,24.753427527102186,24.790652769723916,24.73298558491876,24.639628127332,24.528017241465246,24.40854581102769,24.29572355211462
158,24.789901837252156,24.81475693301149,24.751590560256883,24.654696171921838,24.540187479615835,24.41790234435359,24.302128715802947
159,24.82285844322973,24.836364095648374,24.768154301924024,24.667992571281157,24.550779852816614,24.42584252726476,24.307272189361125
160,24.852598778934972,24.855706281456943,24.78287411271651,24.679693562745793,24.55995571359892,24.432515660421924,24.31129128517284
