S,p03,p04,p05,p06,p07,p08,p09
194,76.10619266828706,59.82730845003772,51.29657672043422,46.14379928017556,42.62518508629398,39.76632782224101,36.553512750628414
195,76.49303618272043,60.137106470308055,51.57190262784468,46.403622784760756,42.879070009603026,40.01852263642931,36.80226783834115
196,76.87955976781069,60.44676234928019,51.84717558151846,46.663465223948464,43.13304488950038,40.27088791858162,37.051288506870605
197,77.26580248832065,60.756298332237435,52.12241160906146,46.92333891120981,43.387119048478695,40.52343015170479,37.30057852898909
198,77.65179932313302,61.06573428771256,52.39762499556235,47.18325475753886,43.64130063761564,40.77615483278976,37.55014085975006
199,78.03758157132918,61.37508795717039,52.67282847134922,47.443222426006315,43.895596769604595,41.02906658892351,37.799977737208934
200,78.42317722121663,61.68437517993297,52.948033380483395,47.703250470126335,44.150013637325,41.28216928079809,38.05009077189894
201,78.80861128541454,61.99361009573536,53.22324983200275,47.963346457478906,44.40455661946885,41.535466094749296,38.300481026105615
202,79.19390610463353,62.302805326734756,53.498486835023584,48.22351708011752,44.65923037466126,41.788959624373234,38.55114908409831
203,79.57908162280631,62.61197214103191,53.77375241955207,48.48376825282159,44.91403892518733,42.042651942865916,38.80209511418187
204,79.96415563566188,62.92112059925117,54.04905374478943,48.744105200934484,45.16898573127435,42.296544667432556,39.05331892365993
205,80.3491440154339,63.23025968603986,54.32439719539559,49.00453253812813,45.42407375715669,42.55063901578566,39.30482000710569
206,80.7340609131721,63.53939742756154,54.59978846752378,49.265054336160574,45.67930552948596,42.80493585674634,39.556597589098885
207,81.11891894147547,63.84854099667834,54.87523264530765,49.5256741860274,45.934683189406655,43.05943575414091,39.80865066184407
208,81.50372933841936,64.15769680687902,55.1507342692112,49.78639525313042,46.19020853818867,43.31413900637813,40.06097801815969
209,81.88850211525533,64.46687059617275,55.42629739661962,50.047220325502195,46.44588307806288,43.56904568079045,40.31357828041351
210,82.27324618886342,64.77606750180414,55.701925655689166,50.30815185703332,46.70170804801472,43.824155643950746,40.56644992618885
211,82.65796950064868,65.085292126831,55.97762229320011,50.569192005497854,46.9576844555867,44.07946858853293,40.81959131037465
212,83.04267912290868,65.39454859954361,56.25339021714879,50.830342666279904,47.213813104752234,44.334984056810356,41.07300068491355
213,83.4273813542822,65.70384062606678,56.52923203442057,51.09160550240546,47.47009462061982,44.590701461336835,41.326676215750524
214,83.81208180498874,66.01317153751936,56.805150084183964,51.35298197077134,47.72652947130993,44.84662010310814,41.58061599779117
215,84.19678547301004,66.32254433141398,57.081146467437094,51.61447334557039,47.98311798703594,45.10273918733745,41.83481806788336
216,84.58149681210898,66.63196170884191,57.357223073380936,51.87608073898744,48.239860377007204,45.359057837518435,42.08928041624631
217,84.96621979259302,66.94142610726104,57.633381602511236,52.13780511927695,48.496756744361136,45.61557510754923,42.34400099625759
218,85.35095795537444,67.25093972971621,57.90962358733438,52.39964732703157,48.7538070991242,45.87228999246946,42.59897773298533
219,85.73571446003072,67.5605045704728,58.185950410371845,52.66160808932412,49.01101136976607,46.12920143772854,42.85420853073916
220,86.12049212800343,67.87012243801342,58.46236332031722,52.92368803224434,49.268369413332636,46.38630834734769,43.109691279253326
221,86.50529348046092,68.1797949753907,58.73886344642116,53.18588769189532,49.52588102438611,46.643609590950774,43.36542385955369
222,86.89012077232547,68.48952367795889,59.01545181079371,53.44820752444548,49.78354594262484,46.901104010066064,43.62140414860676
223,87.2749760224572,68.79930990947898,59.29212933985042,53.710647914282816,50.0413638599035,47.158790423419106,43.877630023248315
224,87.65986104026737,69.1091549160376,59.568896873820876,53.97320918219606,50.29933442617107,47.41666763163366,44.134099364016066
225,88.04477744952237,69.41905983857737,59.845755175895476,54.23589159169779,50.55745725492997,47.674734421336495,44.39081005798471
226,88.42972670937357,69.72902572386417,60.122704939424665,54.498695355011506,50.815731927458785,47.93298956861207,44.64776000145676
227,88.81471013299631,70.03905353418034,60.399746795166465,54.76162063843901,51.07415799745638,48.1914318421417,44.90494710202455
