S,p02,p03,p04,p05,p06,p07,p08,p09
89,0.08804355272908398,0.3223887558802434,0.514705982040903,0.6590723256166284,0.7742665990384991,0.8749549266567094,0.9741996343006538,1.093355335820841
90,0.10837752874061872,0.38518361912478766,0.6078702567200229,0.7734497563690669,0.9048230650174585,1.0191978214699569,1.131564775615799,1.2660286539402
91,0.13250712032496023,0.45736186194311884,0.7136274086678207,0.9024014549162062,1.0513469000555788,1.1805170392169886,1.307014756486478,1.4578976924119573
92,0.1609519288454005,0.5398240627932533,0.8329826127931934,1.0469605811441527,1.2148745717156337,1.3599422119808704,1.501565642534279,1.6699546483695253
93,0.19426978551198637,0.6334861523078219,0.9669310464079596,1.2081323082826982,1.396401211361424,1.5584507487045092,1.7161712588754479,1.903118336738727
94,0.2330548341639735,0.7392710646250763,1.116447445918041,1.3868827684861544,1.5968694532109244,1.776956782087336,1.9517123875322022,2.1582238444836803
95,0.27793494394080875,0.8580999977091938,1.2824757699410934,1.5841284672882718,1.8171590084871299,2.0163010636393333,2.2089871047032177,2.436013531897162
96,0.32956846672871387,0.9908834490900701,1.4659191743604076,1.8007263746892577,2.0580771738653327,2.2772419934141697,2.4887024284068935,2.7371295287154216
97,0.3886403704591001,1.1385121983328181,1.6676304934273547,2.0374648784832416,2.320350443986898,2.5604479361107906,2.791467407687677,3.06210782912793
98,0.4558577948633555,1.3018484073406713,1.8884034043410465,2.295055758779003,2.6046173647966695,2.8664909377433947,3.117787743571125,3.411374045579659
99,0.5319450906470246,1.4817170045051637,2.1289644316166054,2.574127312697735,2.91142272923514,3.1958419184092106,3.4680619908040193,3.7852408381814695
100,0.6176384157808312,1.6788975091283642,2.3899659229586163,2.8752187261583835,3.241213180711767,3.548867378215767,3.84257934951718,4.183906995924037
101,0.7136799733325716,1.8941164389809462,2.671980101302171,3.1987757566905195,3.594334254059094,3.9258276164229766,4.2415190185224665,4.607458108868309
102,0.8208119836877906,2.128040426968407,2.9754942692046265,3.545147758475312,3.9710288494509633,4.326876429397143,4.66495104801585,5.0558687379612905
103,0.9397704899188796,2.381270153368461,3.300907212862812,3.9145860493261946,4.371437103024007,4.752062221943378,5.112838599776952,5.529005961721365
104,1.0712790983558942,2.654335178738694,3.648526824624501,4.307243589974441,4.795597589462703,5.201330439657425,5.585041498087429,6.026634157138656
105,1.2160427570700318,2.9476897401375566,4.018568935790491,4.723175919534783,5.243449767180404,5.674527207573309,6.081320934842585,6.548420855880726
106,1.374741673078158,3.2617095504952807,4.411157326469299,5.162343267952732,5.714837556349736,6.171404042823181,6.601345177805488,7.093943506204856
107,1.5480254647680598,3.5966896185128236,4.826324856826036,5.624613746954369,6.209513924112189,6.691623496333533,7.144696121564127,7.662696965598807
108,1.7365076395570904,3.9528430849726117,5.264015644684011,6.109767505744122,6.727146339864323,7.234765570633719,7.710876516235872,8.25410154869623
109,1.9407604784102972,4.330301051353517,5.724088198379178,6.617501726483236,7.26732295645631,7.80033475739322,8.299317708939498,8.86751145890583
110,2.161310398884215,4.729113358595696,6.206319401181251,7.147436327349114,7.829559370198042,8.387767538952401,8.909387737030437,9.502223439869175
111,2.39863385718298,5.149250258082974,6.7104092344956605,7.699120237517986,8.413305813398454,8.996440202402898,9.540399619508658,10.157485493652057
112,2.6531538376761,5.590604903648477,7.235986121366888,8.272038108445285,9.017954637334464,9.625676822188058,10.19161970327132,10.832505525825827
113,2.9252369658017225,6.052996582778052,7.782612769313111,8.865617328946886,9.642847950569514,10.274757277163262,10.862275933367536,11.526459792649153
114,3.2151912676133683,6.53617459723737,8.349792391989043,9.479235217413308,10.287285286916289,10.942925180032882,11.551565930537214,12.238501041783318
115,3.523264586758191,7.03982269802598,8.936975192257629,10.11222627254579,10.950531188538033,11.62939561049719,12.258664774497538,12.96776625480649
116,3.849643657690118,7.5635639767537715,9.543564994605475,10.76388937383591,11.631822602210004,12.333362557778216,12.982732407149273,13.713383916700547
117,4.194453822688845,8.106966115059183,10.168925922068002,11.433494834160355,12.330376000129057,13.054005992982415,13.72292058565889,14.474480754035532
118,4.557759369987079,8.669546895324645,10.812389021549759,12.120291218897366,13.045394150437987,13.790498506545095,14.47837933080312,15.250187899396575
119,4.939564461175883,9.250779879427526,11.473258751250262,12.823511858481853,13.776072476419166,14.542011460448572,15.248262830710965,16.039646454379596
120,5.339814608187169,9.850100167322264,12.150819254467116,13.54238099394343,14.521604956772766,15.307720618674395,16.031734773937362,16.842012437016468
121,5.758398653620224,10.466910153586662,12.844340355006773,14.276119507399093,15.281189532255942,16.086811232218356,16.827973098428185,17.65646111160265
122,6.195151203025281,11.100585207396227,13.553083220480866,15.023950201422737,16.054032995970896,16.878482566766145,17.636174154264218,18.48219070950869
123,6.649855453976369,11.750479209432914,14.27630565064822,15.78510260248377,16.839355355611932,17.681951871671334,18.45555628800156,19.318425558617992
124,7.1222463643214775,12.415929887725616,15.01326695841831,16.558817274044227,17.636393665860638,18.496457798115784,19.28536286492332,20.164418646550615
125,7.612014100820587,13.096263903118391,15.763232421024025,17.344349634327866,18.444405337807556,19.321263282246015,20.124864752591265,21.01945364886159
126,8.11880770938704,13.79080164375029,16.525477288008677,18.140973282131178,19.26267093972906,20.155657915651975,20.973362294774923,21.882846458018697
127,8.6422389492074,14.498861696416405,17.29929034097764,18.94798284129327,20.090496509779328,20.998959830857192,21.83018680921671,22.75394625226667
128,9.181886235024338,15.219764970815119,18.08397700745178,19.764696340578773,20.927215406185855,21.850517133553627,22.69470164584699,23.632136145605866
129,9.73729863467211,15.952838460328602,18.878862037610737,20.590457150777034,21.772189724443017,22.709708916274,23.566302844126568,24.51683346116678
130,10.307999872433319,16.697418630046148,19.683291758184996,21.42463550481079,22.624811313846195,23.57594589008869,24.4444194292441,25.407489670406353
131,10.893492292786698,17.452854429137012,20.496635922306975,22.266629629664997,23.4845024275914,24.448670671928472,25.328513387111265,26.30359003989486
132,11.493260743512637,18.21850993038037,21.318289177755656,23.115866521053206,24.350716041695932,25.327357765307458,26.21807935755358,27.204653026177407
133,12.10677634178169,18.993766604624476,22.147672178810918,23.971802393020003,25.22293587825635,26.211513271732926,27.11264408394674,28.11022945735785
134,12.733500091661545,19.778025242182526,22.984232368916125,24.83392283524526,26.100676168186894,27.100674369016474,28.011765655899676,29.01990153783951
135,13.372886326316273,20.570707536689422,23.827444462608543,25.701742710735285,26.983481187650842,27.994408591160415,28.915032579552413,29.933281710127165
136,14.024385952957722,21.371257349763084,24.67681065580523,26.574805825981056,27.87092460102776,28.892312942594586,29.822062707730634,30.850011404871413
137,14.687449483251967,22.179141676993083,25.531860593585684,27.452684404604348,28.762608641541643,29.794012877373184,30.732502059685476,31.769759707508616
138,15.361529836310027,22.99385133733271,26.392151124192996,28.334978394098037,29.658163158687977,30.699161171574726,31.64602355750878,32.69222196695944
139,16.046084905557603,23.814901408996565,27.257265867147083,29.22131463357252,30.557244559428067,31.607436714688415,32.562325703633526,33.61711836900823
140,16.740579884623937,24.641831435475908,28.126814622212034,30.111345908526047,31.459534667839993,32.51854324325094,33.48113122115793,34.5441924941849
141,17.444489350894965,25.474205425374183,29.000432644539025,31.004749916617058,32.36473952556357,33.43220803748195,34.40218567612084,35.47320987731566
142,18.157299108514252,26.311611669472217,29.877779809703902,31.9012281663048,33.27258815305116,34.34818059921979,35.32525609833843,36.403956583369826
143,18.87850779538005,27.153662397827283,30.758539690610696,32.80050482808722,34.182831289314926,35.26623132708209,36.25012961503075,37.336237811871655
144,19.607628261065777,27.99999329884025,31.642418566403343,33.70232555592465,35.09524012564567,36.186150202522164,37.17661210923035,38.26987653996826
145,20.344188724609907,28.850262921150033,32.529144381656174,34.60645629437518,36.00960504664714,37.1077454983473,38.10452691288669,39.20471221225121
146,21.087733722768984,29.704151977978697,33.41846567225127,35.51268208495426,36.925734389929126,38.03084251929577,39.03371354270214,40.14059948363893
147,21.837824860638843,30.56136257220084,34.31015047250404,36.42080588333841,37.84345323394144,38.95528238247135,39.96402648499816,41.077407020018455
148,22.594041377538566,31.421617358982793,35.20398521632221,37.330647397255014,38.76260222170876,39.880920843806535,40.895334034388284,42.015016359927124
149,23.355980541744202,32.284658661370926,36.09977364348503,38.24204195323308,39.68303642667025,40.807627175256926,41.82751718966535,42.95332083933548
150,24.12325788808326,33.15024755273302,36.99733572051552,39.1548393988882,40.60462426542037,41.73528309612469,42.76046860911661,43.89222458050673
151,24.89550731258457,34.018162918493225,37.8965065841248,40.06890304602402,41.52724646087939,42.66378176076976,43.69409162644439,44.83164154501626
152,25.67238103834786,34.888200508178016,38.79713551382227,40.984108658596064,42.45079505833352,43.59302680397162,44.628299327598796,45.77149465025507
153,26.453549466585258,35.76017198741544,39.699084939008436,41.90034348848586,43.37517249579736,44.52293144435356,45.563013688060266,46.71171494810975
154,27.23870092641489,36.63390399823185,40.6022294847357,42.81750536104481,44.30029072933139,45.453417645557344,46.49816476951709,47.652240864017024
155,28.027541336488728,37.5092372347631,41.506455059272746,43.73550181154402,45.22607041322953,46.38441533426106,47.433689974369685,48.59301749418286
156,28.819793790932806,38.386025540344306,42.41165798571794,44.654249272911116,46.15244013440436,47.3158616736419,48.36953335609136,49.53399595847078
157,29.615198081388485,39.26413503091387,43.317744179076165,45.57367231454211,47.07933569979735,48.24770039048307,49.30564498317214,50.47513280623462
