S,p02,p03,p04,p05,p06,p07,p08,p09
114,0.3433949814357193,3.1402400547611884,5.607854169886579,7.2672921785121884,8.446986466884988,9.373834660651179,10.201264493407797,11.102772372726122
115,0.3943827084982368,3.4425896304696044,6.062359367162992,7.805113997416775,9.037021839847435,10.001423503803107,10.860139804899468,11.793579339713423
116,0.4512242226723348,3.7630542826630724,6.536863864279575,8.362707363502318,9.646260376407202,10.6476081199946,11.536987477218997,12.501622015754707
117,0.5143558923905364,4.101770492846352,7.031064004556961,8.939546053472212,10.274053403414785,11.311662444032507,12.231025240354679,13.226070198672803
118,0.5842202906189746,4.45881435891587,7.5445998470771976,9.53506091107086,10.919720679133732,11.99283809609084,12.941456698028691,13.966088217070666
119,0.661263738796763,4.834202394813203,8.077059988838414,10.14864597999472,11.5825568902756,12.690370900258097,13.667477705001987,14.720841009178772
120,0.7459337465289381,5.22789287908453,8.627986619581694,10.779664586953038,12.261837915651753,13.403487044536371,14.408282290781823,15.489499663331953
121,0.8386763768591963,5.639787708134574,9.196880726755667,11.427455298523018,12.956826793609824,14.131408833145086,15.163068094037822,16.27124639961907
122,0.9399335680606717,6.069734704636382,9.783207372509146,12.091337684674315,13.66677934161488,14.87335999390957,15.931041284068156,17.065278983897947
123,1.0501404434173514,6.517530327585783,10.386400970119151,12.770617831408035,14.390949387291506,15.628570514782565,16.71142095671099,17.870814575744475
124,1.1697226404298862,6.982922727831109,11.00587049363296,13.464593554602772,15.128593580738585,16.3962809939732,17.50344300203271,18.68709302093034
125,1.2990936902876906,7.465615091504948,11.641004561490027,14.17255927666321,15.878975767776124,17.17574649763553,18.306363449879036,19.5133796066787
126,1.4386524773326421,7.965269213557855,12.291176342274486,14.893810536730426,16.641370912863685,17.966239927488758,19.119461306907642,20.34896730427031
127,1.5887808066423845,8.481509244427416,12.955748238314897,15.627648113873306,17.4150685686213,18.767054908074964,19.942040905025216,21.193178528579097
128,1.7498411058333607,9.013925554657567,13.63407631042705,16.373381750721084,18.199375896140292,19.577508209589297,20.77343378627812,22.04536644791098
129,1.922174284782262,9.56207866487967,14.325514414513886,17.13033347232455,18.99362024656227,20.396941727360144,21.613000153231898,22.90491588019214
130,2.106097774254149,10.125503191843865,15.029418027864734,17.897840501573587,19.7971513197043,21.22472404315048,22.46012991680656,23.771243813193205
131,2.3019037614708298,10.703711765012073,15.745147749716782,18.675257778242003,20.609342919886043,22.06025159657144,23.314243375507665,24.643799587225743
132,2.509857637524029,11.296198872458106,16.472072466879215,19.461960093628402,21.429594332544564,22.9029494970972,24.17479156108746,25.52206477869825
133,2.7301966682997807,11.902444599341951,17.209572180894927,20.25734385687456,22.257331347833013,23.75227200855101,25.041256286011816,26.405552822218606
134,2.963128897300266,12.521918226910577,17.957040498294802,21.060828512342514,23.092006959195675,24.607702738580635,25.913149927797146,27.29380840766582
135,3.2088322854887297,13.154081664725252,18.713886789956334,21.871857630004897,23.933101766015742,25.46875456564653,26.790014984400948,28.18640668695607
136,3.4674540900997606,13.79839269352266,19.479538029410644,22.68989969267889,24.780124109889478,26.334969335506106,27.67142343353733,29.08295232318716
137,3.7391104813021894,14.454308000703966,20.25344032314838,23.514448605174668,25.63260997400314,27.20591735818908,28.556975927107793,29.983078412553834
138,4.023886392723807,15.121285994838104,21.035060148584506,24.34502395110612,26.490122674526557,28.08119673509157,29.446300849982922,30.88644530698242
