S,p02,p03,p04,p05,p06,p07,p08,p09
118,3.749587886462402,9.581011788006855,9.883395551195662,9.436927642330062,8.965964272515947,8.541818399550039,8.140784422110414,7.694231069148572
119,4.051141648878098,9.721818518371173,9.808313143242486,9.259255563103252,8.733845810855456,8.276104281215169,7.851179776121597,7.384859114880626
120,4.360472833165874,9.83279346072674,9.704192608488427,9.058161033834722,8.483110391415138,7.995660662043491,7.550259492097311,7.067759723380362
121,4.67617133947551,9.9136676658107,9.572713215311168,8.835995541067732,8.216333502293338,7.7031228890867,7.240642596748614,6.745471739098008
122,4.996722120925168,9.964455212352341,9.415727542556596,8.595169207747944,7.936072531693483,7.401054909399463,6.924835510746519,6.4203836996235
123,5.320520477239965,9.985441481670243,9.23522782009023,8.338116412138774,7.644836019649048,7.091922835540387,6.605210113832527,6.094717189082388
124,5.6458887385935075,9.977167956436439,9.033312624140422,8.067263947006964,7.345056481948831,6.778072587163564,6.283986117221474,5.770514559841899
125,5.971094043684122,9.940414050859658,8.81215451242312,7.78500206497057,7.039066944214412,6.461711580687535,5.963217601099302,5.449630748586287
126,6.294366899789461,9.876176502010559,8.573969099847645,7.4936586545426564,6.729081225653744,6.144894368311782,5.644783487390725,5.1337288642727685
127,6.613920204932011,9.78564685805594,8.320986002505748,7.195476699148884,6.417177935471585,5.8295120441442805,5.330381668660067,4.82427917035011
128,6.9279684113265905,9.670187594679192,8.055421987940292,6.892595083645148,6.1052880592527,5.517285184328813,5.021526478845573,4.522561078914578
129,7.234746515669688,9.53130737341823,7.779456592924561,6.587032735883014,5.795185959751592,5.209760037896416,4.719549142251367,4.229667746020738
130,7.532528575382447,9.370635926160276,7.4952103890435495,6.280676026158005,5.488483570168512,4.908307656279476,4.425600850712641,3.9465128661753113
131,7.819645468116754,9.189899016517344,7.204726007614681,5.975269287503693,5.186627508404484,4.614125632471655,4.140658077158577,3.673839270348367
132,8.094501636746188,8.990893884233131,6.909951963471883,5.672408274381979,4.890898831479973,4.328242100957169,3.8655297733392047,3.4122289517135584
133,8.3555905899102,8.775465532622206,6.612729262975847,5.373536347779151,4.602415119414616,4.051521663708257,3.6008660825714855,3.1621141622295568
134,8.601508959549253,8.545484169726336,6.31478072728342,5.079943130912312,4.322134580458936,3.784672898774488,3.3471682393049207,2.92378925577097
135,8.830968952524554,8.302824059640557,6.017702915031009,4.792765387051645,4.05086186701098,3.5282571375283567,3.1047993375921124,2.697422982205211
136,9.042809066350799,8.049343993761227,5.72296050197707,4.5129898413875935,3.7892552978391336,3.2826982053002496,2.8739956671941513,2.483070971166512
137,9.236002977679458,7.786869535308938,5.431882932960264,4.24145767244255,3.5378351999959534,3.0482928453956504,2.6548783891477967,2.2806881773362875
138,9.409666546438267,7.517177149436449,5.1456631575419465,3.9788704087406757,3.2969931002746478,2.8252215732393893,2.447465283132999,2.0901410923634955
139,9.563062913553466,7.241980280685567,4.865358228709482,3.725796967657402,3.0670015104128368,2.6135597357601625,2.2516824033935734,1.9112195616344252
140,9.695605703541332,6.962917402670854,4.591891553697991,3.4826815890731666,2.8480240838213433,2.4132885766192658,2.0673754565692093,1.7436480779764452
141,9.806860373444692,6.6815420236565615,4.32605656842,3.2498524339708013,2.6401259417596634,2.224306134053222,1.8943207623323133,1.5870964446662583
