S,p03,p04,p05,p06,p07,p08,p09
159,0.4091115047799576,0.33299318527468813,0.2812410378183472,0.22867515820479412,0.16713362558817835,0.09427671091799539,0.02029369696288086
160,0.3680702297259586,0.2992281854474754,0.2512690342726387,0.2013029422442969,0.14185311474790296,0.07074776110727043,-0.001613969757841005
161,0.3307826076692777,0.2686161269949139,0.22412197154153546,0.1765426933530989,0.1190307685661196,0.04955256311944822,-0.02132615950500849
162,0.29694522353906905,0.24088662438970232,0.19954942029443146,0.15415748435998466,0.09843970634193511,0.030472897023514633,-0.0390510540526634
163,0.2662731434810439,0.2157877693065302,0.1773191088361159,0.1339282448853396,0.07987063426639907,0.013307856825406361,-0.05497988372127338
164,0.23849962946798087,0.193085525808101,0.15721618183306418,0.11565292698634266,0.06313096402976726,-0.002127069862467579,-0.0692879002528457
165,0.21337571379120845,0.1725630470161832,0.13904239494877402,0.0991456469989771,0.04804390723478491,-0.01600094776676997,-0.082135343433265
166,0.19066966679304187,0.1540199238547757,0.12261527917445392,0.0842357938424243,0.03444754273829176,-0.028468345121268612,-0.09366841585034535
167,0.1701663726905167,0.13727138480135181,0.10776726465877573,0.07076711824538506,0.022193891915378572,-0.039670272649061644,-0.10402023296052221
168,0.1516666398870825,0.12214746689664935,0.09434480677583679,0.058596826590928686,0.011148000673699698,-0.04973511796180219,-0.11331176185791492
169,0.13498646598719688,0.10849217545683132,0.08220750697063295,0.0475946978895081,0.0011870375971057001,-0.058779542655429395,-0.12165271762398788
170,0.11995626298499928,0.09616263341172271,0.07122724522190538,0.03764220366520021,-0.0078005837167438585,-0.06690936007913706,-0.12914243050943242
171,0.10642007328698355,0.08502824471179338,0.061287330623827074,0.02863165896371811,-0.015916043487607112,-0.0742203695125454,-0.13587067485332227
172,0.09423476733161351,0.0749698648050412,0.0522816788972591,0.0204654089941414,-0.023250927512208364,-0.08079915737368992,-0.14191845082223153
173,0.08326925481583203,0.06587899928689467,0.04411402017012733,0.01305505044513211,-0.029887994230648474,-0.08672385249042236,-0.14735872667870353
174,0.07340369773345401,0.05765702702831277,0.03669713912302086,0.006320680228100173,-0.03590190530644577,-0.09206483824186762,-0.152257130210387
175,0.06452874767859385,0.05021445510067224,0.02995215325540812,0.00019020667707536631,-0.04135990998577199,-0.09688542768060415,-0.15667260548468676
176,0.056544799988955674,0.04347020443162819,0.02380783044486634,-0.005401322766829253,-0.04632248831626384,-0.10124248746024023,-0.1606580126889412
177,0.04936128547683438,0.03735093628165487,0.018199942743990505,-0.010512339017054728,-0.05084395830579069,-0.10518702154627135,-0.16426069393560283
178,0.042895977330204005,0.031790415633281555,0.013070665616510269,-0.015195333773476705,-0.05497302538515214,-0.1087647119391022,-0.16752299252686953
179,0.037074344518828184,0.02672890772714709,0.00836800992942699,-0.019497385821409807,-0.05875331233085035,-0.11201642728053685,-0.17048273619479914
180,0.0318289333733901,0.022112617017455705,0.004045299704102945,-0.02346067482505987,-0.062223831278629405,-0.11497867035359377,-0.17317366861391292
181,0.027098781600898292,0.017893164141469242,6.068255231639341e-05,-0.02712294332241072,-0.06541942923377064,-0.11768401755318791,-0.17562586826613824
182,0.02282887656690491,0.014027096284507934,-0.003623320168344435,-0.030517908129468196,-0.06837119755687127,-0.12016150165550243,-0.1778661039253393
183,0.018969636741417162,0.010475435985313197,-0.00704023044306723,-0.03367566527856525,-0.0711068372538648,-0.12243696581037966,-0.17991818069162946
184,0.015476436487915635,0.007203261702670716,-0.010219994237559149,-0.036623042305450326,-0.07365100636036459,-0.12453339301998767,-0.18180324552474758
185,0.012309164034718378,0.004179325472364326,-0.013189331653506997,-0.03938392914903943,-0.0760256246934432,-0.1264711994508616,-0.1835400641425622
186,0.00943180488377493,0.0013756924488461664,-0.0159720626413673,-0.041979572316108715,-0.07825016083984337,-0.1282685006032125,-0.18514527297952554
187,0.00681206181241123,-0.0012325732967610747,-0.018589394841228568,-0.04442885128241869,-0.08034188894612271,-0.1299413612088074,-0.18663360997095424
188,0.0044210115390797,-0.0036677179338084898,-0.02106018825998035,-0.0467485235589038,-0.08231611417386375,-0.13150400548056496,-0.18801811798141443
189,0.0022327730420101943,-0.005949555728079758,-0.02340120680344171,-0.048953449223176904,-0.08418639296792207,-0.1329690262252825,-0.18931033338276393
190,0.00022421616563406133,-0.008095727750401238,-0.025627328597011,-0.05105679242944916,-0.08596471481325807,-0.13434755260277598,-0.19052045040268695
191,-0.0016253086698725383,-0.010121921576455861,-0.027751749769322487,-0.05307020046529942,-0.08766167688634141,-0.1356494249193929,-0.1916574696281259
192,-0.003334219940143157,-0.01204206910188077,-0.029786164787992675,-0.05500398096103254,-0.08928663731921915,-0.13688332295203054,-0.192729336845332
193,-0.0049189264927917975,-0.01386854229679102,-0.03174092647384441,-0.05686723483222522,-0.09084785389745775,-0.1380569083409,-0.19374305743724562
194,-0.006394039075985347,-0.015612307890933153,-0.03362519251481899,-0.058667998885653105,-0.09235260314710558,-0.13917693408416199,-0.19470481220196234
195,-0.007772546268824954,-0.017283087885289206,-0.035447059190119035,-0.06041336497730754,-0.09380729935060117,-0.14024934884560025,-0.19562004069939576
196,-0.009065991690704323,-0.018889488018203338,-0.03721367733078296,-0.062109575083013624,-0.0952175875568173,-0.14127939365948805,-0.1964935378850896
197,-0.010284621936307303,-0.020439120049786652,-0.03893135456678465,-0.06376214315650941,-0.09658843339366285,-0.14227168023239756,-0.19732952551976268
198,-0.01143752868415504,-0.021938714738212184,-0.040605660913684005,-0.06537590728328269,-0.09792419959353538,-0.143230262139582,-0.1981317186761089
199,-0.012532765865103102,-0.023394219965666707,-0.04224149741105521,-0.06695513150134502,-0.09922872450829345,-0.14415870708717193,-0.1989033871296897
200,-0.013577468322978348,-0.024810882948145263,-0.04384318799566245,-0.06850356051302242,-0.10050537426309347,-0.14506014871074058,-0.19964740978650752
